championId,championName,kills,deaths,assists,games_played,totalDamageDealtToChampions,totalDamageTaken,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,largestCriticalStrike,timeCCingOthers,totalHealsOnTeammates,totalDamageShieldedOnTeammates,damageSelfMitigated,champExperience,champLevel,goldEarned,goldSpent,totalMinionsKilled,neutralMinionsKilled,bountyLevel,consumablesPurchased,itemsPurchased,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,objectives_baron_kills,objectives_champion_kills,objectives_dragon_kills,objectives_inhibitor_kills,objectives_riftHerald_kills,objectives_tower_kills,damageDealtToBuildings,damageDealtToTurrets,damageDealtToObjectives,first_baron_rate,first_dragon_rate,first_inhibitor_rate,first_herald_rate,first_tower_rate,timePlayed,longestTimeSpentLiving,gameEndedInEarlySurrender,gameEndedInSurrender,doubleKills,tripleKills,quadraKills,pentaKills,first_blood_rate,firstBloodAssist,first_tower_kill_rate,firstTowerAssist,turretKills,inhibitorKills,inhibitorTakedowns,inhibitorsLost,individualPosition,lane,kda,cs_per_minute,gold_per_minute,damage_per_minute
1,Annie,5.36,5.61,7.75,163,21780.45,17662.97,19983.87,932.53,863.13,39.96,27.8,13.91,1895.77,10781.16,13471.34,14.47,10312.46,9498.87,158.37,0.87,5.36,3.45,19.18,20.87,9.66,2.41,1.28,1.13,0.35,27.29,1.79,0.74,0.43,5.2,2460.45,2460.45,4938.0,0.27,0.5,0.38,0.43,0.39,1655.2,545.61,0.01,0.29,0.53,0.08,0.01,0.0,0.06,0.1,0.03,0.02,0.9,0.2,0.44,0.89,MIDDLE,MIDDLE,2.34,5.77,373.82,789.53
2,Olaf,6.46,6.07,5.13,125,22270.07,32400.22,69.87,16135.13,6064.42,206.54,14.39,0.0,0.0,35431.06,14722.68,15.01,11782.68,10863.91,146.17,49.95,6.46,1.87,21.3,15.85,6.58,1.95,0.66,0.53,0.37,27.53,1.95,0.81,0.48,5.55,4682.57,4682.57,17243.38,0.29,0.54,0.36,0.48,0.43,1651.77,515.1,0.02,0.28,0.78,0.11,0.01,0.0,0.13,0.1,0.16,0.0,1.58,0.2,0.37,0.85,TOP,TOP,1.91,7.12,428.0,808.95
3,Galio,3.7,4.94,9.69,471,17020.53,25919.01,16164.87,419.89,435.03,3.18,36.81,10.59,1095.55,36251.47,13343.93,14.39,9763.89,9047.03,157.15,0.93,3.7,3.67,20.65,20.0,9.59,2.01,1.4,1.24,0.34,26.69,1.79,0.81,0.43,5.27,1918.83,1918.83,4184.72,0.28,0.47,0.39,0.43,0.48,1632.41,600.25,0.0,0.32,0.22,0.01,0.0,0.0,0.06,0.13,0.04,0.04,0.66,0.12,0.4,0.84,MIDDLE,MIDDLE,2.71,5.81,358.88,625.6
4,TwistedFate,4.15,5.24,8.82,199,17660.36,22019.9,14989.44,2135.12,535.1,126.19,38.01,22.1,14.79,10618.35,14580.99,15.05,11586.15,10893.61,173.09,2.06,4.15,3.68,21.12,22.41,11.04,2.5,1.36,1.15,0.33,26.81,1.83,0.84,0.43,5.67,4562.8,4562.8,7711.08,0.29,0.48,0.42,0.43,0.48,1670.9,611.37,0.01,0.3,0.27,0.02,0.01,0.0,0.07,0.09,0.09,0.04,1.4,0.23,0.46,0.8,MIDDLE,MIDDLE,2.48,6.29,416.04,634.16
5,XinZhao,6.26,6.03,8.19,327,19782.02,41785.0,1315.82,17380.69,1084.54,259.23,24.15,0.0,0.0,31380.78,13530.98,14.48,11207.56,10335.22,35.9,131.49,6.26,2.91,21.05,22.72,5.32,3.54,2.05,1.86,0.33,28.22,1.83,0.85,0.46,5.63,2306.66,2306.66,28068.98,0.27,0.51,0.41,0.46,0.5,1663.74,531.19,0.01,0.29,0.56,0.06,0.0,0.0,0.12,0.08,0.04,0.05,0.85,0.18,0.44,0.87,JUNGLE,JUNGLE,2.4,6.04,404.18,713.41
6,Urgot,6.42,5.14,4.82,320,21158.55,27426.88,137.42,19171.62,1848.78,1.41,26.91,20.44,0.0,32938.17,15264.3,15.36,12081.13,11116.32,190.3,6.68,6.42,2.03,19.82,19.98,8.63,3.11,0.69,0.63,0.38,28.39,1.92,0.95,0.45,5.89,5503.83,5503.83,11965.8,0.3,0.46,0.45,0.45,0.47,1686.06,578.5,0.01,0.25,0.6,0.09,0.01,0.0,0.11,0.06,0.13,0.02,1.83,0.23,0.57,0.85,TOP,TOP,2.19,7.01,429.92,752.95
7,Leblanc,6.62,5.05,7.59,190,21653.94,20949.48,18389.74,1376.68,1886.48,0.0,17.26,1.03,0.0,9842.11,13318.07,14.33,10680.43,9914.18,141.56,1.08,6.62,4.26,20.94,31.53,13.26,3.81,1.71,1.5,0.32,30.05,2.01,0.93,0.46,5.71,2307.38,2307.38,4003.07,0.23,0.55,0.39,0.46,0.57,1673.16,612.98,0.01,0.33,0.38,0.03,0.0,0.0,0.17,0.12,0.02,0.03,0.64,0.14,0.43,0.81,MIDDLE,MIDDLE,2.81,5.12,383.0,776.52
8,Vladimir,6.14,4.56,4.86,360,24558.48,31907.52,22805.91,1186.78,564.98,0.0,4.47,0.0,0.0,16534.87,15131.81,15.37,11421.27,10431.35,198.52,3.73,6.14,2.39,18.09,13.8,7.94,1.08,0.37,0.31,0.34,27.74,1.86,0.9,0.48,5.8,3885.59,3885.59,7910.98,0.29,0.44,0.42,0.48,0.51,1653.34,615.09,0.01,0.3,0.65,0.12,0.01,0.01,0.08,0.05,0.06,0.02,1.38,0.18,0.44,0.77,MIDDLE,MIDDLE,2.41,7.34,414.48,891.23
9,FiddleSticks,4.84,5.57,8.82,234,18776.78,32722.05,17655.15,293.86,826.88,0.0,51.07,15.33,0.0,18750.03,13099.22,14.21,10340.61,9417.35,45.39,104.82,4.84,3.67,16.95,54.16,6.15,4.24,2.72,2.44,0.4,27.88,1.85,0.92,0.37,5.62,955.27,955.27,21217.8,0.31,0.49,0.38,0.37,0.44,1690.73,580.07,0.02,0.26,0.35,0.03,0.0,0.0,0.08,0.1,0.01,0.03,0.4,0.08,0.3,0.89,JUNGLE,JUNGLE,2.45,5.33,366.96,666.34
10,Kayle,4.99,5.74,4.99,342,20142.94,22728.69,14596.45,5133.63,412.04,3.52,8.28,1293.31,2.24,10228.96,15606.06,15.54,11964.67,10991.4,207.63,11.86,4.99,2.09,18.63,15.93,8.59,1.76,0.51,0.46,0.32,26.24,1.88,0.81,0.36,5.54,5971.12,5971.12,11722.0,0.26,0.53,0.38,0.36,0.39,1677.51,583.22,0.01,0.26,0.49,0.08,0.01,0.0,0.08,0.07,0.06,0.01,1.85,0.28,0.5,1.01,TOP,TOP,1.74,7.85,427.94,720.46
11,MasterYi,8.03,6.17,5.31,420,20905.72,32375.98,1198.18,13647.45,6059.22,38.44,7.52,0.0,0.0,26316.7,14083.3,14.69,12086.84,11052.35,33.26,148.89,8.03,1.32,19.56,20.77,4.39,3.52,0.79,0.71,0.34,26.21,1.83,0.78,0.46,5.42,2403.45,2403.45,36311.52,0.27,0.53,0.36,0.46,0.45,1648.72,553.32,0.01,0.29,1.21,0.28,0.04,0.0,0.1,0.09,0.05,0.03,0.89,0.19,0.37,0.92,JUNGLE,JUNGLE,2.16,6.63,439.86,760.8
12,Alistar,1.67,5.95,13.55,300,8235.99,23895.1,6201.13,1185.09,848.99,1.43,51.21,3964.77,440.66,29183.69,9353.87,11.8,7294.0,6558.73,22.68,0.18,1.67,6.37,20.94,58.01,27.73,4.68,4.19,3.58,0.26,26.23,1.64,0.79,0.42,5.17,770.63,770.63,1467.2,0.23,0.45,0.37,0.42,0.44,1573.16,494.48,0.01,0.34,0.06,0.0,0.0,0.0,0.03,0.16,0.01,0.12,0.19,0.07,0.44,0.78,UTILITY,BOTTOM,2.56,0.87,278.19,314.12
13,Ryze,4.99,4.88,6.09,172,23058.7,25679.0,21884.72,999.83,173.56,0.15,25.51,1.36,0.0,17157.71,16079.74,15.66,11535.28,10569.22,206.25,9.02,4.99,3.58,21.4,17.49,9.31,1.43,1.16,1.06,0.44,26.02,1.95,0.92,0.41,5.63,3816.8,3816.8,9927.04,0.34,0.52,0.42,0.41,0.49,1653.13,616.17,0.01,0.27,0.44,0.1,0.0,0.0,0.05,0.05,0.06,0.02,1.09,0.17,0.47,0.8,MIDDLE,MIDDLE,2.27,7.81,418.67,836.91
14,Sion,4.07,6.87,6.47,295,21427.8,46143.71,6714.15,14279.31,433.46,79.49,40.86,0.45,0.0,61531.95,15624.41,15.59,12024.61,11241.34,198.57,11.57,4.07,1.78,21.06,16.35,8.16,1.29,0.61,0.51,0.36,27.65,1.99,0.87,0.47,5.9,6571.79,6571.79,10878.18,0.31,0.56,0.43,0.47,0.54,1729.81,494.73,0.01,0.29,0.22,0.03,0.0,0.0,0.08,0.07,0.16,0.03,1.89,0.18,0.46,0.96,TOP,TOP,1.53,7.29,417.08,743.24
15,Sivir,5.53,5.34,8.08,285,24658.48,20171.65,368.8,23948.86,340.15,604.43,1.62,16.73,0.89,11872.18,13645.67,14.54,12230.51,11210.64,218.2,8.38,5.53,1.96,19.86,15.56,8.12,2.76,0.59,0.51,0.35,26.85,1.93,0.81,0.4,5.63,4766.72,4766.72,13182.42,0.28,0.49,0.42,0.4,0.48,1692.22,578.61,0.01,0.26,0.7,0.11,0.02,0.0,0.11,0.1,0.11,0.08,1.65,0.21,0.55,0.85,BOTTOM,BOTTOM,2.55,8.03,433.65,874.3
16,Soraka,0.83,4.93,13.87,309,5431.72,15389.83,4354.31,713.95,362.73,0.0,33.25,18841.41,1426.92,7394.96,10072.06,12.3,7273.04,6547.72,24.16,0.28,0.83,5.67,21.05,56.64,26.03,5.31,3.4,3.02,0.37,24.79,1.83,0.8,0.45,5.21,739.34,739.34,1991.18,0.29,0.45,0.36,0.45,0.43,1647.19,581.77,0.02,0.35,0.02,0.0,0.0,0.0,0.02,0.14,0.03,0.12,0.32,0.05,0.47,0.85,UTILITY,BOTTOM,2.98,0.89,264.93,197.85
17,Teemo,4.68,5.72,5.62,208,26449.99,21862.47,21504.3,3218.7,1726.01,1.78,42.04,3.74,0.0,11132.35,14738.12,15.03,11042.23,10168.15,165.77,16.55,4.68,2.91,19.34,21.5,9.73,2.48,0.87,0.74,0.42,27.41,1.99,0.88,0.43,5.58,4100.03,4100.03,10768.77,0.33,0.54,0.38,0.43,0.46,1706.26,587.37,0.0,0.28,0.3,0.01,0.0,0.0,0.11,0.05,0.06,0.0,1.36,0.26,0.44,0.9,TOP,TOP,1.8,6.41,388.3,930.1
18,Tristana,8.08,5.31,4.81,454,22840.16,20044.32,2209.68,19975.69,653.87,586.41,7.14,1.36,0.0,10778.28,12970.9,14.04,12415.98,11432.16,187.11,8.02,8.08,2.26,19.62,16.16,8.07,2.8,0.73,0.62,0.34,26.5,1.84,0.94,0.43,5.8,7192.08,7192.08,16086.76,0.27,0.55,0.43,0.43,0.52,1622.92,562.41,0.02,0.29,1.05,0.19,0.03,0.0,0.16,0.09,0.2,0.06,2.18,0.32,0.59,0.73,BOTTOM,BOTTOM,2.43,7.21,459.02,844.41
19,Warwick,6.54,6.05,6.25,323,17151.6,37442.86,8271.98,8311.46,567.29,3.38,26.98,0.0,0.06,31151.69,13667.04,14.57,10961.54,10004.36,91.86,75.02,6.54,1.98,19.19,17.68,6.31,2.07,1.12,0.97,0.32,27.22,1.95,0.85,0.42,5.5,2709.04,2709.04,21002.57,0.27,0.55,0.42,0.42,0.49,1629.72,534.97,0.01,0.32,0.49,0.03,0.0,0.0,0.14,0.07,0.07,0.03,0.97,0.16,0.41,0.67,JUNGLE,JUNGLE,2.11,6.14,403.56,631.46
20,Nunu,4.68,5.59,10.76,309,15123.97,38005.18,13425.72,1018.86,678.52,3.72,32.95,29.59,0.0,34664.09,13133.87,14.2,10423.83,9461.55,27.98,130.63,4.68,1.88,17.98,18.43,4.16,2.62,1.37,1.16,0.4,27.19,1.98,0.84,0.47,5.46,763.39,763.39,31226.09,0.34,0.58,0.41,0.47,0.5,1631.55,535.19,0.02,0.27,0.29,0.0,0.0,0.0,0.08,0.16,0.01,0.03,0.39,0.06,0.44,0.83,JUNGLE,JUNGLE,2.76,5.83,383.33,556.18
21,MissFortune,6.76,5.53,7.07,595,22744.67,19374.52,1126.35,20913.45,703.96,789.34,8.0,12.28,0.0,12280.73,12956.88,14.19,12167.61,11236.07,195.68,4.73,6.76,2.19,19.7,16.62,8.42,2.69,0.82,0.68,0.32,27.53,1.89,0.8,0.46,5.45,5040.54,5040.54,13020.04,0.27,0.49,0.39,0.46,0.47,1664.44,587.16,0.01,0.31,0.82,0.11,0.02,0.0,0.12,0.1,0.13,0.04,1.54,0.19,0.48,0.88,BOTTOM,BOTTOM,2.5,7.22,438.62,819.9
22,Ashe,4.85,5.94,8.47,254,19032.66,18603.2,1841.84,16788.48,401.53,343.22,43.21,31.18,0.0,10230.44,12606.46,13.9,10884.0,10005.03,176.8,5.12,4.85,2.22,20.69,21.97,8.77,2.85,0.83,0.71,0.37,27.43,1.82,0.87,0.43,5.52,3927.37,3927.37,11684.78,0.3,0.48,0.41,0.43,0.46,1669.84,550.98,0.02,0.3,0.54,0.06,0.0,0.0,0.11,0.12,0.07,0.04,1.33,0.25,0.48,0.83,BOTTOM,BOTTOM,2.24,6.54,391.08,683.87
23,Tryndamere,5.68,6.16,3.92,252,20754.92,37625.0,416.4,19414.56,923.3,730.88,10.53,0.0,0.0,32550.48,15684.12,15.48,12689.37,11914.55,201.3,21.5,5.68,1.73,20.58,16.92,8.03,1.81,0.33,0.29,0.29,26.06,1.76,0.93,0.42,6.18,9182.77,9182.77,16995.87,0.23,0.43,0.42,0.42,0.6,1668.76,534.1,0.01,0.27,0.48,0.07,0.01,0.0,0.19,0.03,0.29,0.02,2.81,0.37,0.55,0.81,TOP,TOP,1.56,8.01,456.24,746.24
24,Jax,5.23,5.22,4.5,405,19991.56,29269.49,8258.12,11251.86,480.84,137.01,17.85,0.0,0.0,24217.82,14259.23,14.86,11165.03,10399.25,166.05,16.39,5.23,2.39,20.81,16.06,8.75,1.32,1.05,0.87,0.3,26.42,1.83,0.88,0.44,5.74,7511.36,7511.36,13492.15,0.27,0.48,0.42,0.44,0.45,1617.13,571.97,0.01,0.28,0.4,0.06,0.01,0.0,0.1,0.05,0.16,0.01,2.28,0.32,0.48,0.76,TOP,TOP,1.86,6.77,414.25,741.74
25,Morgana,2.94,5.84,11.85,175,15216.9,21943.66,13300.97,952.99,962.12,0.0,54.13,238.1,1191.51,12048.75,11364.81,13.1,8861.45,7991.43,54.1,24.03,2.94,5.35,20.27,50.21,21.97,5.18,3.2,2.89,0.36,27.49,1.87,0.82,0.46,5.38,1166.7,1166.7,8808.92,0.3,0.49,0.43,0.46,0.46,1657.82,555.29,0.02,0.31,0.17,0.01,0.0,0.0,0.03,0.19,0.03,0.06,0.41,0.1,0.43,0.77,UTILITY,BOTTOM,2.53,2.83,320.71,550.73
26,Zilean,1.74,4.39,13.6,238,8962.99,18879.93,7130.83,1360.41,471.03,0.16,26.04,3236.5,829.65,10060.27,11535.64,13.34,8079.85,7271.79,55.47,0.42,1.74,6.15,21.53,54.9,24.72,5.79,3.59,3.12,0.3,26.77,1.73,0.71,0.42,5.27,1223.16,1223.16,2794.06,0.26,0.5,0.37,0.42,0.45,1667.31,629.55,0.01,0.29,0.04,0.0,0.0,0.0,0.04,0.13,0.03,0.08,0.43,0.09,0.43,0.93,UTILITY,BOTTOM,3.49,2.01,290.76,322.54
27,Singed,4.13,5.56,7.53,214,19999.21,30343.3,18489.21,1061.94,447.24,0.0,32.64,0.0,0.0,28594.6,14935.5,14.99,10956.57,10207.73,190.77,6.22,4.13,2.28,19.87,16.17,8.79,1.17,0.44,0.41,0.33,26.72,1.82,0.72,0.36,4.99,2903.5,2903.5,6061.26,0.29,0.46,0.35,0.36,0.43,1667.61,549.64,0.02,0.28,0.29,0.04,0.01,0.0,0.13,0.07,0.07,0.02,1.12,0.13,0.31,1.05,TOP,TOP,2.1,7.09,394.21,719.56
28,Evelynn,8.05,4.75,6.31,203,20461.77,30308.81,18530.31,651.8,1278.69,0.0,14.19,3.52,0.0,18032.14,13840.55,14.62,11172.22,10310.52,16.32,144.87,8.05,2.03,16.2,20.18,9.06,1.31,1.26,1.06,0.33,27.99,1.55,0.77,0.39,5.24,871.67,871.67,23892.44,0.26,0.39,0.35,0.39,0.48,1660.81,590.0,0.0,0.32,0.58,0.06,0.0,0.0,0.14,0.04,0.01,0.05,0.35,0.12,0.29,0.86,JUNGLE,JUNGLE,3.02,5.82,403.62,739.22
29,Twitch,9.26,6.11,6.02,650,25309.47,20208.16,611.85,21791.47,2905.19,614.74,7.81,1.02,0.0,10994.95,12851.18,14.05,12219.84,11260.6,174.68,6.18,9.26,1.99,20.11,14.68,7.88,2.38,0.47,0.42,0.36,28.96,1.91,0.77,0.43,5.44,4137.18,4137.18,11725.86,0.29,0.48,0.39,0.43,0.4,1674.84,545.69,0.01,0.28,1.34,0.23,0.05,0.01,0.15,0.12,0.09,0.05,1.37,0.19,0.44,0.85,BOTTOM,BOTTOM,2.5,6.48,437.77,906.69
30,Karthus,7.64,7.12,9.34,193,32686.61,31010.38,30397.9,321.69,1966.03,0.0,18.05,0.0,0.0,15184.79,15424.12,15.21,12603.51,11635.96,74.6,133.64,7.64,2.65,20.06,18.27,6.41,2.04,1.49,0.94,0.39,29.21,1.94,0.89,0.4,5.61,1220.48,1220.48,24995.2,0.29,0.5,0.42,0.4,0.5,1699.92,498.48,0.01,0.28,0.81,0.1,0.01,0.0,0.12,0.08,0.04,0.04,0.51,0.1,0.28,0.92,JUNGLE,JUNGLE,2.38,7.35,444.85,1153.7
31,Chogath,5.6,5.53,5.88,505,21079.03,38737.1,13470.72,3462.72,4144.62,2.71,72.37,0.54,2.66,36856.75,14912.47,15.28,11156.62,10360.92,181.86,7.72,5.6,2.87,20.65,17.26,8.62,1.61,0.6,0.51,0.38,27.66,1.99,0.75,0.44,5.41,4094.92,4094.92,10562.9,0.31,0.5,0.4,0.44,0.46,1701.74,581.07,0.01,0.25,0.32,0.03,0.0,0.0,0.08,0.09,0.09,0.03,1.33,0.1,0.4,0.91,TOP,TOP,2.08,6.68,393.36,743.21
32,Amumu,4.16,6.09,10.25,331,15437.95,31559.27,11856.82,1478.73,2101.44,3.89,35.84,60.53,62.72,30207.07,12714.66,13.94,10055.11,9232.49,25.42,115.22,4.16,3.61,20.14,25.98,8.38,3.05,2.42,2.09,0.38,28.15,1.83,0.84,0.42,5.36,785.64,785.64,24658.45,0.31,0.47,0.38,0.42,0.43,1656.67,522.07,0.02,0.28,0.3,0.02,0.0,0.0,0.08,0.13,0.01,0.03,0.28,0.08,0.35,0.9,JUNGLE,JUNGLE,2.37,5.09,364.17,559.12
33,Rammus,4.26,5.11,11.67,54,14919.76,32770.63,11366.87,2709.39,842.83,35.19,45.43,228.85,8.96,66733.37,13583.39,14.65,10667.17,9798.33,38.81,112.56,4.26,2.06,19.83,22.87,7.11,2.96,1.07,0.98,0.37,29.35,1.72,0.87,0.52,5.76,1356.28,1356.28,19997.44,0.35,0.39,0.44,0.52,0.5,1743.33,666.98,0.0,0.3,0.15,0.0,0.0,0.0,0.11,0.13,0.04,0.07,0.63,0.06,0.35,1.0,JUNGLE,JUNGLE,3.12,5.21,367.13,513.49
34,Anivia,4.86,4.84,8.09,200,20757.44,29757.5,18161.36,1505.63,1089.52,0.0,45.6,9.26,0.0,16537.98,15871.88,15.61,11195.1,10367.8,186.04,4.0,4.86,4.11,21.58,23.56,12.26,2.37,1.66,1.46,0.38,28.41,1.97,1.0,0.46,5.97,2750.36,2750.36,7602.3,0.3,0.48,0.44,0.46,0.54,1733.59,637.21,0.0,0.32,0.28,0.02,0.0,0.0,0.06,0.12,0.04,0.04,0.94,0.14,0.48,0.82,MIDDLE,MIDDLE,2.68,6.58,387.47,718.42
35,Shaco,6.42,5.48,8.61,360,20205.41,26373.26,12367.32,5624.16,2212.96,302.62,30.86,11.9,0.0,13631.36,13219.56,14.13,10849.86,9959.67,27.99,111.78,6.42,2.91,19.61,31.31,8.81,4.53,1.84,1.66,0.41,28.28,1.99,0.89,0.44,5.58,1229.15,1229.15,20796.4,0.33,0.52,0.41,0.44,0.51,1705.22,587.78,0.02,0.25,0.41,0.03,0.0,0.0,0.16,0.14,0.03,0.06,0.49,0.11,0.33,0.84,JUNGLE,JUNGLE,2.74,4.92,381.76,710.95
36,DrMundo,3.2,4.41,5.18,239,21211.63,49550.79,11894.01,9001.53,315.51,2.83,14.07,0.0,0.0,36696.46,14587.48,14.99,10651.4,9866.28,172.38,22.56,3.2,1.74,18.21,14.96,7.11,1.47,0.53,0.4,0.31,24.84,1.86,0.81,0.34,5.59,6711.38,6711.38,13544.87,0.25,0.53,0.41,0.34,0.46,1634.75,601.32,0.02,0.29,0.26,0.02,0.0,0.0,0.05,0.08,0.12,0.0,1.85,0.17,0.38,0.8,TOP,TOP,1.9,7.15,390.94,778.53
37,Sona,1.79,4.89,13.51,257,9673.82,19037.2,7515.27,1953.46,204.4,0.0,15.68,9715.48,5644.41,11772.28,10437.17,12.57,7719.9,6825.74,25.04,0.54,1.79,4.47,20.37,56.5,26.59,5.48,2.35,2.09,0.3,25.38,1.79,0.86,0.45,5.6,1646.34,1646.34,4148.33,0.26,0.44,0.43,0.45,0.43,1647.68,601.58,0.02,0.23,0.07,0.0,0.0,0.0,0.05,0.11,0.05,0.13,0.62,0.15,0.63,0.89,UTILITY,BOTTOM,3.13,0.93,281.12,352.27
38,Kassadin,5.87,4.7,4.83,125,19678.94,25249.05,17140.03,1420.17,1117.77,0.0,4.56,0.0,0.0,18374.49,14358.7,14.8,10738.23,9985.88,176.87,1.91,5.87,1.39,18.55,13.6,5.99,1.89,0.3,0.25,0.21,24.5,1.52,0.69,0.27,4.98,3119.65,3119.65,4338.35,0.18,0.42,0.32,0.27,0.4,1590.24,590.17,0.02,0.28,0.65,0.1,0.0,0.0,0.02,0.02,0.04,0.01,1.06,0.14,0.33,0.98,MIDDLE,MIDDLE,2.28,6.75,405.16,742.49
39,Irelia,6.34,6.76,4.29,310,21738.85,31164.15,5372.76,15814.52,550.7,22.58,15.42,0.0,0.0,29403.95,14915.69,15.12,12492.84,11616.71,213.22,7.35,6.34,2.07,21.0,14.77,7.9,1.25,0.58,0.5,0.36,27.08,1.93,0.94,0.43,5.91,6921.15,6921.15,13610.56,0.29,0.5,0.41,0.43,0.55,1652.73,483.12,0.02,0.29,0.6,0.08,0.01,0.0,0.13,0.08,0.2,0.02,2.21,0.36,0.55,0.84,TOP,TOP,1.57,8.01,453.53,789.2
40,Janna,1.32,4.42,14.08,412,7545.25,16820.0,6144.0,1139.08,261.47,0.0,33.5,5085.42,6067.61,8520.5,10163.99,12.44,7587.23,6779.78,24.24,0.3,1.32,5.91,21.19,63.96,29.19,6.41,3.66,3.23,0.33,25.62,1.77,0.81,0.39,5.51,1336.63,1336.63,3106.94,0.29,0.46,0.4,0.39,0.47,1655.73,628.85,0.0,0.29,0.03,0.0,0.0,0.0,0.03,0.18,0.04,0.13,0.47,0.15,0.6,0.91,UTILITY,BOTTOM,3.48,0.89,274.94,273.42
41,Gangplank,5.63,5.11,5.51,167,23753.34,26260.8,3627.77,15935.65,4188.89,909.66,11.59,9.82,0.0,16780.11,15150.81,15.19,12618.25,11792.25,199.54,5.28,5.63,2.14,20.34,15.77,8.01,1.3,0.74,0.67,0.32,27.08,1.9,0.72,0.46,5.31,5510.84,5510.84,10788.35,0.25,0.47,0.38,0.46,0.51,1633.26,566.31,0.02,0.34,0.4,0.09,0.01,0.0,0.08,0.05,0.14,0.02,1.72,0.14,0.35,0.83,TOP,TOP,2.18,7.52,463.55,872.61
42,Corki,6.35,5.36,6.4,666,23659.71,21030.57,5371.67,15163.73,3123.33,362.57,1.68,4.34,0.0,12589.21,13096.11,14.15,11665.2,10778.73,197.33,7.42,6.35,2.02,20.62,15.15,7.72,2.47,0.59,0.51,0.3,26.55,1.84,0.79,0.45,5.4,4970.15,4970.15,11854.87,0.25,0.52,0.37,0.45,0.51,1631.0,564.7,0.02,0.3,0.71,0.07,0.01,0.0,0.17,0.11,0.18,0.06,1.6,0.23,0.47,0.87,BOTTOM,BOTTOM,2.38,7.53,429.13,870.38
43,Karma,2.27,5.05,12.49,907,13755.8,18473.62,12144.49,1058.56,552.06,0.01,29.37,964.99,5254.94,12763.96,10889.08,12.81,8281.06,7472.91,57.65,0.73,2.27,6.11,21.47,55.19,24.97,5.68,3.7,3.29,0.33,26.63,1.84,0.83,0.44,5.44,1381.79,1381.79,3578.14,0.27,0.51,0.41,0.44,0.52,1650.87,579.5,0.01,0.33,0.08,0.0,0.0,0.0,0.05,0.16,0.04,0.11,0.46,0.11,0.5,0.83,UTILITY,BOTTOM,2.92,2.12,300.97,499.95
44,Taric,1.69,5.71,13.77,115,6860.29,23903.2,4020.63,2166.8,672.1,0.5,35.79,5844.97,2901.25,24212.98,10296.7,12.42,7770.05,6908.52,37.63,4.87,1.69,4.67,19.04,50.21,22.77,5.03,2.59,2.29,0.3,25.9,1.89,0.82,0.36,5.62,1399.28,1399.28,5558.84,0.25,0.57,0.43,0.36,0.52,1614.04,514.43,0.01,0.32,0.01,0.0,0.0,0.0,0.11,0.23,0.06,0.19,0.61,0.12,0.55,0.92,UTILITY,BOTTOM,2.71,1.58,288.84,255.02
45,Veigar,5.45,5.32,5.91,222,21659.74,20956.52,20395.44,816.29,447.14,0.0,20.39,37.79,1.88,11852.93,14937.07,15.3,11579.21,10583.85,191.32,2.94,5.45,3.55,19.53,20.09,10.35,2.03,1.2,1.05,0.31,26.18,1.7,0.82,0.4,5.37,4040.53,4040.53,9171.91,0.25,0.41,0.39,0.4,0.48,1701.21,607.67,0.0,0.26,0.43,0.05,0.0,0.0,0.01,0.09,0.07,0.02,1.23,0.22,0.5,1.12,MIDDLE,MIDDLE,2.14,6.85,408.39,763.92
48,Trundle,4.36,6.65,5.02,94,17726.45,37374.37,2462.94,14810.77,451.97,11.1,18.84,0.0,18.44,27974.26,14984.66,15.27,11984.94,11140.72,170.2,32.35,4.36,1.86,20.34,17.18,7.74,1.89,0.63,0.59,0.28,26.13,1.79,1.19,0.44,6.35,10070.71,10070.71,19607.53,0.21,0.39,0.44,0.44,0.57,1674.31,494.07,0.01,0.2,0.3,0.04,0.0,0.0,0.17,0.04,0.29,0.04,2.87,0.53,0.69,0.99,TOP,TOP,1.41,7.26,429.49,635.24
